id,first_name,last_name,email,gender,experience_years,age,state,current_position,interest,university_quality,gpa,years_work_experience,years_education_experience,prior_degree_level,prior_degree_field,sat_percentile,gpa_percentile,individual_income_level,parental_education_level,disposable_income_for_university,international_candidate,number_of_dependents
488,Atalanta,Benito,abenitodj@seattletimes.com,Female,2,24,California,Teaching Assistant / Paraprofessional,Edtech & Digital Learning,Private University (Nonselective),2.77,2,2,Bachelor's Degree,Education,73,31,37159,Bachelor's degree,8718,0,0
489,Crawford,Burkett,cburkettdk@nps.gov,Male,0,22,California,College Student (Non-Education Major),AI in Education,International Institution,3.64,0,0,Bachelor's Degree,Business,82,66,34129,Some college,10349,0,0
490,Kristal,Climson,kclimsondl@home.pl,Male,10,40,Florida,K-12 Classroom Teacher,Edtech & Digital Learning,International Institution,3.03,10,6,Bachelor's Degree,Business,57,49,68484,Some college,19875,0,2
491,Alyson,Hallsworth,ahallsworthdm@loc.gov,Female,33,58,Colorado,K-12 Classroom Teacher,Leadership & School Improvement,R2 Research University,3.47,33,18,Bachelor's Degree,Social Sciences,64,73,49245,High school or below,15098,1,2
492,Linzy,Emma,lemmadn@shinystat.com,Female,20,61,Connecticut,Preservice Teacher / Education Student,Leadership & School Improvement,R1 Research University,3.2,20,1,Bachelor's Degree,Arts & Humanities,99,64,39687,Bachelor's degree,13078,0,1
493,Roxanna,Rumin,rrumindo@free.fr,Female,6,26,Colorado,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),Community College / 2-Year College,3.68,6,1,Master's Degree,Social Sciences,51,69,14292,Bachelor's degree,4412,0,0
494,Hamel,Sans,hsansdp@wikipedia.org,Male,6,27,Pennsylvania,K-12 Classroom Teacher,AI in Education,International Institution,3.07,6,2,Master's Degree,Social Sciences,33,46,54669,High school or below,9642,0,1
495,Demetre,O'Shea,dosheadq@google.com,Female,0,24,Florida,Preservice Teacher / Education Student,Arts & Music Education,Liberal Arts College,3.46,0,0,Master's Degree,Education,65,78,14136,Bachelor's degree,4849,0,0
496,Griffy,Munsey,gmunseydr@fema.gov,Male,1,28,New York,K-12 Classroom Teacher,Literacy & Language Learning,Regional Public University,3.12,1,1,Bachelor's Degree,Education,63,41,88299,Bachelor's degree,9017,0,0
497,Cobb,Perulli,cperullids@cnn.com,Male,12,38,Indiana,Preservice Teacher / Education Student,AI in Education,R2 Research University,3.53,12,0,Bachelor's Degree,Education,75,86,18172,Some college,5685,0,1
498,Fax,Spoole,fspooledt@hud.gov,Female,2,22,Virginia,Preservice Teacher / Education Student,STEM Education,Community College / 2-Year College,3.01,2,0,Bachelor's Degree,Education,55,59,24435,Doctoral degree,6372,0,0
499,Ebba,Drysdale,edrysdaledu@csmonitor.com,Male,1,22,Texas,After-school / Enrichment Educator,Edtech & Digital Learning,Liberal Arts College,3.71,1,0,Master's Degree,Social Sciences,78,85,30286,Bachelor's degree,5539,0,0
500,Laurie,Fruen,lfruendv@tmall.com,Female,2,22,Illinois,Teaching Assistant / Paraprofessional,Assessment & Data-Informed Instruction,Regional Public University,3.24,2,2,Bachelor's Degree,Education,64,60,30946,Bachelor's degree,4914,0,0
501,Rozina,Link,rlinkdw@freewebs.com,Male,7,26,Florida,K-12 Classroom Teacher,Inclusive & Special Education,Regional Public University,3.2,7,4,Bachelor's Degree,Education,44,53,48393,Doctoral degree,6963,0,0
502,Rowe,Nottle,rnottledx@forbes.com,Female,2,28,Florida,K-12 Classroom Teacher,Social-Emotional Learning (SEL),R2 Research University,3.2,2,1,Master's Degree,Arts & Humanities,74,67,70615,Some college,21371,0,1
503,Moore,Bruni,mbrunidy@scribd.com,Nonbinary,6,29,Wisconsin,K-12 Classroom Teacher,AI in Education,R1 Research University,3.45,6,3,Bachelor's Degree,Education,72,67,57965,Doctoral degree,17266,0,1
504,Chloris,Priestnall,cpriestnalldz@pinterest.com,Male,9,35,Georgia,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Regional Public University,3.8,9,9,Master's Degree,Education,40,96,41183,Doctoral degree,13566,0,1
505,Windy,Grastye,wgrastyee0@patch.com,Male,13,37,Texas,College Student (Non-Education Major),Literacy & Language Learning,Community College / 2-Year College,3.28,13,0,Bachelor's Degree,Social Sciences,52,72,31755,Master's degree,10740,0,0
506,Brody,Lampel,blampele1@amazon.co.uk,Male,25,52,Massachusetts,Preservice Teacher / Education Student,Inclusive & Special Education,Liberal Arts College,3.72,25,1,Bachelor's Degree,Arts & Humanities,63,73,21015,High school or below,4651,0,2
507,Tamera,Ruggier,truggiere2@ted.com,Female,0,22,Louisiana,Instructional Coach,AI in Education,R2 Research University,3.25,0,0,Bachelor's Degree,STEM,66,64,84379,Bachelor's degree,25836,0,1
508,Moina,Johnston,mjohnstone3@merriam-webster.com,Female,2,25,Tennessee,School or District Leader,AI in Education,R2 Research University,3.37,2,2,Master's Degree,Social Sciences,54,52,85591,Master's degree,32554,1,2
509,Catriona,Eggleston,cegglestone4@goo.gl,Female,7,26,California,K-12 Classroom Teacher,AI in Education,Regional Public University,3.29,7,7,Bachelor's Degree,Social Sciences,37,71,76293,Bachelor's degree,7966,0,0
510,Jessa,Rawcliffe,jrawcliffee5@ca.gov,Female,14,38,Michigan,After-school / Enrichment Educator,Leadership & School Improvement,Private University (Nonselective),3.34,14,1,Bachelor's Degree,Social Sciences,50,56,31881,Master's degree,7459,0,0
511,Marylin,Kitley,mkitleye6@macromedia.com,Male,5,40,Massachusetts,K-12 Classroom Teacher,Inclusive & Special Education,Private University (Nonselective),3.88,5,5,Bachelor's Degree,Education,54,48,58182,Bachelor's degree,13074,0,2
512,Lenora,McNally,lmcnallye7@google.ru,Female,7,26,Michigan,K-12 Classroom Teacher,AI in Education,R1 Research University,3.54,7,6,Bachelor's Degree,Education,99,87,72792,Master's degree,11297,0,1
513,Bernardo,Kofax,bkofaxe8@csmonitor.com,Female,5,27,California,K-12 Classroom Teacher,Literacy & Language Learning,R1 Research University,3.58,5,5,Bachelor's Degree,Education,84,91,83088,Master's degree,14440,0,1
514,Jorry,Moyne,jmoynee9@eventbrite.com,Female,3,30,Texas,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,2.81,3,2,Other / International Equivalency,Business,77,44,62850,Bachelor's degree,14344,0,1
515,Loreen,Whye,lwhyeea@opensource.org,Female,3,30,Alabama,Teaching Assistant / Paraprofessional,Edtech & Digital Learning,Community College / 2-Year College,3.1,3,3,Bachelor's Degree,Health / Nursing,50,51,25686,Bachelor's degree,3843,0,1
516,Ganny,Pauel,gpaueleb@paypal.com,Female,7,29,Wisconsin,College Student (Non-Education Major),Edtech & Digital Learning,R2 Research University,3.06,7,0,Bachelor's Degree,Other,59,45,16940,Master's degree,2558,0,1
517,Dario,Inkster,dinksterec@rediff.com,Female,0,25,California,K-12 Classroom Teacher,Arts & Music Education,R2 Research University,2.97,0,0,Master's Degree,Social Sciences,65,43,68294,High school or below,8893,0,1
518,Son,Iliff,siliffed@mashable.com,Female,14,55,California,K-12 Classroom Teacher,Arts & Music Education,R1 Research University,3.52,14,7,Bachelor's Degree,Education,76,78,68302,Bachelor's degree,20264,1,2
519,Lonnie,Farnworth,lfarnworthee@aol.com,Nonbinary,7,28,Texas,Education Consultant,Arts & Music Education,Community College / 2-Year College,3.05,7,7,Associate Degree,Education,19,48,143292,Master's degree,47130,0,2
520,Roseann,Tale,rtaleef@google.com.hk,Female,14,43,Michigan,K-12 Classroom Teacher,Edtech & Digital Learning,Private University (Nonselective),3.52,14,6,Master's Degree,Education,75,85,65577,High school or below,15986,0,1
521,Markus,Jacobowitz,mjacobowitzeg@wsj.com,Female,4,28,California,College Student (Non-Education Major),Inclusive & Special Education,Regional Public University,3.38,4,0,Bachelor's Degree,Social Sciences,52,53,40367,Bachelor's degree,8291,0,0
522,Melony,Rayhill,mrayhilleh@fastcompany.com,Male,1,25,Pennsylvania,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,3.43,1,1,Bachelor's Degree,Social Sciences,54,74,45693,Some college,11356,0,0
523,Edlin,Spoerl,espoerlei@independent.co.uk,Female,28,59,Michigan,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.52,28,8,Master's Degree,Social Sciences,95,90,52355,Bachelor's degree,16467,1,1
524,Gilemette,Petriello,gpetrielloej@marketwatch.com,Female,21,44,Minnesota,Instructional Coach,Edtech & Digital Learning,R1 Research University,3.42,21,13,Master's Degree,Education,67,68,81554,Some college,12940,0,3
525,Perry,Cossor,pcossorek@salon.com,Male,15,46,California,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,3.2,15,6,Master's Degree,Social Sciences,48,64,72908,Some college,9059,0,3
526,Lottie,Mosconi,lmosconiel@army.mil,Female,6,29,Florida,Instructional Coach,Social-Emotional Learning (SEL),Regional Public University,3.48,6,6,Bachelor's Degree,Education,67,59,65040,Master's degree,8885,0,0
527,Aubine,Fancutt,afancuttem@usgs.gov,Nonbinary,4,29,Tennessee,K-12 Classroom Teacher,Leadership & School Improvement,Community College / 2-Year College,3.15,4,2,Master's Degree,STEM,66,40,74951,High school or below,21939,0,0
528,Cleavland,Caslane,ccaslaneen@mashable.com,Male,2,22,Ohio,Instructional Coach,Assessment & Data-Informed Instruction,Regional Public University,3.82,2,2,Bachelor's Degree,Arts & Humanities,68,63,82359,High school or below,17802,0,0
529,Vinny,Niset,vniseteo@altervista.org,Male,11,35,Illinois,K-12 Classroom Teacher,Inclusive & Special Education,R1 Research University,3.71,11,7,Bachelor's Degree,Education,72,65,64510,Bachelor's degree,19162,0,1
530,Ninette,Brand-Hardy,nbrandhardyep@is.gd,Female,1,30,Florida,Career Switcher (Non-Education Background),Social-Emotional Learning (SEL),R2 Research University,3.58,1,1,Bachelor's Degree,Health / Nursing,79,85,16276,High school or below,4070,0,1
531,Ossie,de Marco,odemarcoeq@sohu.com,Female,2,29,New Jersey,College Student (Non-Education Major),Literacy & Language Learning,Regional Public University,3.72,2,0,Bachelor's Degree,STEM,60,89,32305,Bachelor's degree,4925,0,0
532,Andree,Knowling,aknowlinger@dailymotion.com,Male,5,27,Texas,Preservice Teacher / Education Student,STEM Education,International Institution,3.7,5,0,Master's Degree,STEM,39,86,31110,Bachelor's degree,4431,0,0
533,Selma,Wimpey,swimpeyes@fotki.com,Male,0,24,Florida,K-12 Classroom Teacher,Edtech & Digital Learning,Liberal Arts College,2.9,0,0,Bachelor's Degree,Education,58,54,40181,Doctoral degree,8878,0,0
534,Naoma,McCrone,nmccroneet@geocities.jp,Male,0,22,Illinois,K-12 Classroom Teacher,Literacy & Language Learning,R2 Research University,3.39,0,0,Associate Degree,Education,68,69,47530,Some college,7877,0,0
535,Tildy,Scorey,tscoreyeu@paginegialle.it,Female,3,29,Arizona,Preservice Teacher / Education Student,Literacy & Language Learning,R1 Research University,3.46,3,1,Bachelor's Degree,Education,71,61,15940,Master's degree,4669,0,1
536,Lois,Heller,lhellerev@slate.com,Male,5,27,Pennsylvania,Teaching Assistant / Paraprofessional,Literacy & Language Learning,R1 Research University,4.0,5,3,Bachelor's Degree,Arts & Humanities,86,93,34340,Bachelor's degree,8136,0,1
537,Doll,Edinborough,dedinboroughew@utexas.edu,Male,3,26,Virginia,Teaching Assistant / Paraprofessional,STEM Education,Liberal Arts College,3.78,3,2,Master's Degree,Education,66,80,26629,Doctoral degree,7712,0,1
538,Clerc,Foston,cfostonex@ustream.tv,Male,1,27,New Jersey,K-12 Classroom Teacher,STEM Education,R1 Research University,3.31,1,1,Bachelor's Degree,Education,41,65,72671,Bachelor's degree,20151,0,0
539,Corenda,Pogg,cpoggey@accuweather.com,Male,21,53,California,Preservice Teacher / Education Student,Arts & Music Education,R1 Research University,3.51,21,0,Master's Degree,Education,99,76,24686,Some college,3646,0,2
540,Mela,Aisman,maismanez@tinypic.com,Female,6,28,California,K-12 Classroom Teacher,Literacy & Language Learning,Community College / 2-Year College,3.34,6,3,Master's Degree,Education,15,58,78198,Master's degree,15185,0,0
541,Mavra,Dargue,mdarguef0@goodreads.com,Nonbinary,25,51,Louisiana,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.31,25,3,Associate Degree,STEM,80,62,45841,Bachelor's degree,11648,1,2
542,Mellisent,Smart,msmartf1@w3.org,Male,2,30,Ohio,K-12 Classroom Teacher,Leadership & School Improvement,Regional Public University,2.8,2,2,Master's Degree,Education,70,30,56701,Master's degree,13102,0,1
543,Anselma,Biffin,abiffinf2@lulu.com,Female,25,51,Texas,Career Switcher (Non-Education Background),Social-Emotional Learning (SEL),Regional Public University,3.41,25,1,Master's Degree,Social Sciences,67,68,15870,Bachelor's degree,4197,0,2
544,Zacharia,Huckfield,zhuckfieldf3@miibeian.gov.cn,Male,6,30,Washington,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Regional Public University,3.23,6,2,Master's Degree,Social Sciences,62,67,67954,Master's degree,19805,0,1
545,Taryn,Hatzar,thatzarf4@ocn.ne.jp,Female,23,41,North Carolina,K-12 Classroom Teacher,Literacy & Language Learning,Private University (Nonselective),3.61,23,1,Bachelor's Degree,Education,39,92,70457,Master's degree,8774,0,1
546,Giorgia,Pearn,gpearnf5@lycos.com,Female,15,39,South Carolina,K-12 Classroom Teacher,Literacy & Language Learning,R2 Research University,3.56,15,5,Master's Degree,Education,56,70,55672,Some college,8061,0,2
547,Kain,Clash,kclashf6@csmonitor.com,Male,2,22,Massachusetts,K-12 Classroom Teacher,AI in Education,Private University (Nonselective),3.22,2,2,Master's Degree,STEM,68,72,72887,Bachelor's degree,23382,1,0
548,Oralle,Branscomb,obranscombf7@accuweather.com,Female,24,64,Florida,Preservice Teacher / Education Student,Inclusive & Special Education,Community College / 2-Year College,3.45,24,1,Master's Degree,Health / Nursing,39,63,14038,High school or below,4529,1,1
549,Mose,Ison,misonf8@census.gov,Female,12,35,Michigan,Instructional Coach,Edtech & Digital Learning,Private University (Nonselective),3.26,12,12,Master's Degree,Education,80,68,65321,Bachelor's degree,17425,0,2
550,Eleonora,Campanelli,ecampanellif9@google.co.uk,Male,0,24,Virginia,Instructional Coach,STEM Education,Regional Public University,3.86,0,0,Bachelor's Degree,Education,44,74,55431,High school or below,14661,0,0
551,Doralia,Eva,devafa@virginia.edu,Female,9,34,Arizona,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),Regional Public University,3.65,9,1,Bachelor's Degree,Education,65,83,26100,Doctoral degree,3988,0,1
552,Pietra,MacTavish,pmactavishfb@newsvine.com,Male,7,30,Arizona,K-12 Classroom Teacher,Leadership & School Improvement,Regional Public University,3.44,7,5,Bachelor's Degree,Arts & Humanities,61,74,66252,Some college,11147,0,1
553,Maybelle,Grigson,mgrigsonfc@geocities.com,Female,3,26,Florida,K-12 Classroom Teacher,STEM Education,Liberal Arts College,3.91,3,3,Doctoral Degree,Education,54,94,52433,Master's degree,18866,0,1
554,Bendix,Pirazzi,bpirazzifd@spiegel.de,Nonbinary,3,28,Maryland,K-12 Classroom Teacher,Literacy & Language Learning,Regional Public University,3.7,3,3,Bachelor's Degree,STEM,77,54,46228,Bachelor's degree,14986,0,1
555,Naoma,Truce,ntrucefe@thetimes.co.uk,Male,2,25,Michigan,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Private University (Nonselective),3.43,2,1,Master's Degree,STEM,79,57,43399,Bachelor's degree,7200,0,0
556,Parsifal,Trathan,ptrathanff@mac.com,Male,35,65,Florida,Other,Edtech & Digital Learning,R2 Research University,3.42,35,10,Bachelor's Degree,Social Sciences,70,70,50925,High school or below,10253,0,3
557,Harvey,Stannard,hstannardfg@theglobeandmail.com,Female,34,59,Minnesota,K-12 Classroom Teacher,Edtech & Digital Learning,Community College / 2-Year College,3.62,34,29,Bachelor's Degree,Education,76,83,63052,Some college,13991,0,2
558,Henri,Tupman,htupmanfh@ucsd.edu,Female,6,34,Arizona,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.65,6,4,Master's Degree,Education,43,60,58474,Bachelor's degree,17362,0,2
559,Welch,McClinton,wmcclintonfi@buzzfeed.com,Female,20,44,Louisiana,K-12 Classroom Teacher,Literacy & Language Learning,International Institution,2.84,20,20,Doctoral Degree,STEM,46,41,46017,Doctoral degree,15433,0,3
560,Erica,Frankling,efranklingfj@npr.org,Female,9,33,Massachusetts,K-12 Classroom Teacher,Literacy & Language Learning,R1 Research University,3.61,9,6,Bachelor's Degree,Education,94,81,66859,Bachelor's degree,15621,1,0
561,Renado,Stace,rstacefk@cocolog-nifty.com,Female,5,37,Oregon,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.2,5,1,Bachelor's Degree,Education,68,76,63365,Some college,20915,0,1
562,Ferne,Larham,flarhamfl@webmd.com,Male,7,29,Texas,Career Switcher (Non-Education Background),Edtech & Digital Learning,R1 Research University,3.81,7,1,Bachelor's Degree,Business,67,86,16895,Master's degree,6121,0,0
563,Melissa,Stuke,mstukefm@hud.gov,Male,14,38,California,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Regional Public University,2.93,14,7,Doctoral Degree,Education,47,35,73598,High school or below,12170,0,1
564,Biddie,Gwinnell,bgwinnellfn@typepad.com,Male,13,33,Alabama,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),R2 Research University,3.2,13,0,Master's Degree,Other,67,67,35427,Doctoral degree,4113,0,0
565,Leah,Cartmell,lcartmellfo@dailymotion.com,Female,9,32,Florida,After-school / Enrichment Educator,Inclusive & Special Education,Regional Public University,3.17,9,1,Master's Degree,Social Sciences,52,53,33216,Bachelor's degree,5833,0,0
566,Moina,Mackett,mmackettfp@weibo.com,Male,1,22,Florida,K-12 Classroom Teacher,Leadership & School Improvement,Regional Public University,3.21,1,1,Master's Degree,Education,55,57,73229,Master's degree,23517,0,0
567,Fergus,Sparks,fsparksfq@paginegialle.it,Male,5,29,California,Career Switcher (Non-Education Background),Edtech & Digital Learning,Regional Public University,3.45,5,0,Bachelor's Degree,Education,51,77,30796,Bachelor's degree,4458,0,0
568,Willy,Sansome,wsansomefr@cbsnews.com,Male,9,38,Ohio,Instructional Coach,Literacy & Language Learning,R1 Research University,3.52,9,5,Master's Degree,Education,73,85,72283,Doctoral degree,14739,0,1
569,Weber,Deere,wdeerefs@foxnews.com,Female,20,63,California,Preservice Teacher / Education Student,Edtech & Digital Learning,R1 Research University,3.63,20,0,Doctoral Degree,Education,92,80,33313,Bachelor's degree,11183,0,2
570,Micheline,Seemmonds,mseemmondsft@npr.org,Male,21,51,Indiana,K-12 Classroom Teacher,Literacy & Language Learning,International Institution,3.52,21,15,Bachelor's Degree,Education,45,86,65627,Master's degree,16164,1,2
571,Edi,Sawers,esawersfu@constantcontact.com,Male,12,37,Georgia,K-12 Classroom Teacher,Edtech & Digital Learning,R2 Research University,3.38,12,3,Bachelor's Degree,Arts & Humanities,58,58,41825,Some college,7167,0,1
572,Kevyn,Morphey,kmorpheyfv@google.com,Male,7,37,California,Teaching Assistant / Paraprofessional,Literacy & Language Learning,International Institution,2.95,7,1,Other / International Equivalency,Social Sciences,15,38,39841,Master's degree,12747,0,0
573,Mallissa,Cumberland,mcumberlandfw@discuz.net,Male,11,37,Kentucky,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),R2 Research University,3.61,11,1,Master's Degree,Education,68,89,13717,Bachelor's degree,1770,0,1
574,Mathias,Ballinger,mballingerfx@who.int,Nonbinary,6,26,Pennsylvania,Career Switcher (Non-Education Background),AI in Education,Liberal Arts College,3.19,6,1,Bachelor's Degree,Business,66,42,36615,Bachelor's degree,3926,0,0
575,Candide,Stebles,csteblesfy@nyu.edu,Male,34,59,California,Higher Education Instructor,Literacy & Language Learning,International Institution,3.8,34,21,Bachelor's Degree,STEM,67,57,71108,Some college,23306,0,1
576,Araldo,Szepe,aszepefz@elegantthemes.com,Female,23,44,California,K-12 Classroom Teacher,Arts & Music Education,Regional Public University,3.73,23,8,Master's Degree,Social Sciences,21,73,61596,High school or below,14909,0,3
577,Nance,Naper,nnaperg0@dot.gov,Female,1,27,Ohio,K-12 Classroom Teacher,Arts & Music Education,Private University (Nonselective),3.04,1,1,Bachelor's Degree,Social Sciences,72,46,54899,Bachelor's degree,17086,0,0
578,Darlene,Hatley,dhatleyg1@stanford.edu,Female,1,28,Oklahoma,Career Switcher (Non-Education Background),Leadership & School Improvement,R2 Research University,3.66,1,1,Bachelor's Degree,Social Sciences,49,55,39446,Bachelor's degree,11555,0,0
579,Starla,Purle,spurleg2@xing.com,Female,3,30,New York,Instructional Coach,Arts & Music Education,Regional Public University,3.18,3,3,Doctoral Degree,Education,64,48,74104,Bachelor's degree,17240,0,1
580,Peyter,Tremelling,ptremellingg3@army.mil,Female,6,39,Ohio,Education Nonprofit Staff,Arts & Music Education,Private University (Nonselective),3.6,6,1,Bachelor's Degree,Education,75,81,47044,Bachelor's degree,10492,0,0
581,Jenica,Cartlidge,jcartlidgeg4@slashdot.org,Male,11,33,New Jersey,School or District Leader,Edtech & Digital Learning,R1 Research University,3.29,11,7,Associate Degree,Health / Nursing,89,58,90780,High school or below,14653,0,1
582,Pris,Pauletti,ppaulettig5@illinois.edu,Female,1,24,Tennessee,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),Regional Public University,3.17,1,0,Doctoral Degree,Education,31,55,19700,Bachelor's degree,2039,0,0
583,Bettina,Makeswell,bmakeswellg6@g.co,Male,1,22,Florida,Other,Literacy & Language Learning,Regional Public University,3.01,1,0,Bachelor's Degree,Education,47,46,55554,Bachelor's degree,6951,0,0
584,Creighton,Issac,cissacg7@accuweather.com,Nonbinary,3,28,Texas,Preservice Teacher / Education Student,AI in Education,R1 Research University,3.37,3,1,Bachelor's Degree,Education,84,57,23134,Some college,2628,0,1
585,Talbot,Grenfell,tgrenfellg8@quantcast.com,Male,2,23,Texas,Preservice Teacher / Education Student,AI in Education,R1 Research University,3.64,2,1,Bachelor's Degree,Education,94,84,26140,Some college,4713,0,0
586,Anastasia,Pirrie,apirrieg9@google.co.jp,Female,9,37,Colorado,Teaching Assistant / Paraprofessional,Literacy & Language Learning,R2 Research University,3.44,9,4,Bachelor's Degree,Education,60,57,39744,Bachelor's degree,7798,0,1
587,Stillman,Cordingly,scordinglyga@cam.ac.uk,Female,17,41,Massachusetts,K-12 Classroom Teacher,Literacy & Language Learning,Regional Public University,3.4,17,12,Master's Degree,Arts & Humanities,82,68,72277,High school or below,13009,0,2
588,Rosamund,Sire,rsiregb@twitpic.com,Male,7,29,California,Preservice Teacher / Education Student,STEM Education,Regional Public University,3.21,7,1,Master's Degree,Social Sciences,54,62,33546,High school or below,10902,0,1
589,Edeline,Hamor,ehamorgc@chicagotribune.com,Female,2,25,Michigan,K-12 Classroom Teacher,Literacy & Language Learning,Community College / 2-Year College,2.95,2,2,Bachelor's Degree,Education,80,26,55284,Doctoral degree,8036,0,1
590,Gwyn,Govini,ggovinigd@dell.com,Nonbinary,11,40,Massachusetts,K-12 Classroom Teacher,Edtech & Digital Learning,Private University (Nonselective),3.65,11,2,Master's Degree,Education,99,78,47458,High school or below,13219,0,0
591,Albie,Romke,aromkege@taobao.com,Male,25,43,New York,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),Regional Public University,3.41,25,0,Master's Degree,Social Sciences,67,65,31999,Doctoral degree,5241,0,1
592,Mattheus,Stampe,mstampegf@amazon.com,Female,8,35,Ohio,K-12 Classroom Teacher,STEM Education,Regional Public University,3.35,8,4,Master's Degree,Social Sciences,63,60,56998,High school or below,6507,0,1
593,Danita,Scheu,dscheugg@usa.gov,Female,0,24,Texas,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),Regional Public University,2.97,0,0,Master's Degree,Education,45,33,19300,Some college,6274,1,0
594,Dosi,Hollingdale,dhollingdalegh@adobe.com,Female,5,26,California,Teaching Assistant / Paraprofessional,AI in Education,International Institution,2.99,5,3,Bachelor's Degree,Social Sciences,73,30,40568,Some college,10842,0,0
595,Aimee,Corpes,acorpesgi@smugmug.com,Female,7,29,Florida,K-12 Classroom Teacher,Edtech & Digital Learning,International Institution,3.7,7,2,Bachelor's Degree,Education,64,83,46431,Master's degree,5404,0,0
596,Kerri,Gellier,kgelliergj@w3.org,Female,8,35,Pennsylvania,Teaching Assistant / Paraprofessional,Literacy & Language Learning,Community College / 2-Year College,3.13,8,1,Master's Degree,Business,6,55,39551,Bachelor's degree,4605,0,0
597,Tabbie,Shimmin,tshimmingk@amazon.co.uk,Female,16,46,Pennsylvania,K-12 Classroom Teacher,AI in Education,International Institution,3.88,16,10,Master's Degree,STEM,55,93,45545,Some college,14440,0,1
598,Emmott,O'Heaney,eoheaneygl@npr.org,Male,6,39,Illinois,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Community College / 2-Year College,2.87,6,4,Master's Degree,Arts & Humanities,51,71,44894,Bachelor's degree,14646,0,0
599,Trixie,Cullinane,tcullinanegm@storify.com,Male,1,22,Florida,Instructional Coach,STEM Education,Private University (Nonselective),3.6,1,1,Bachelor's Degree,STEM,48,79,82866,Bachelor's degree,26550,0,1
600,Filippo,Raveau,fraveaugn@blogs.com,Female,24,46,Illinois,Preservice Teacher / Education Student,Inclusive & Special Education,Regional Public University,2.66,24,0,Bachelor's Degree,Social Sciences,79,14,27133,High school or below,5892,0,2
601,Nappy,Rodwell,nrodwellgo@cnet.com,Female,6,37,New York,Teaching Assistant / Paraprofessional,AI in Education,R1 Research University,3.45,6,0,Bachelor's Degree,Education,73,70,45107,Bachelor's degree,11921,0,0
602,Farly,Hassall,fhassallgp@cnbc.com,Female,2,24,New York,After-school / Enrichment Educator,Arts & Music Education,R2 Research University,3.63,2,2,Bachelor's Degree,Arts & Humanities,61,88,35882,High school or below,6051,0,0
603,Claudell,Dainter,cdaintergq@oakley.com,Female,7,39,Florida,Preservice Teacher / Education Student,STEM Education,Regional Public University,3.2,7,0,Bachelor's Degree,Arts & Humanities,75,63,16745,Bachelor's degree,2371,0,1
604,Bertina,Pettiward,bpettiwardgr@123-reg.co.uk,Female,9,36,Illinois,Teaching Assistant / Paraprofessional,STEM Education,Regional Public University,3.3,9,0,Bachelor's Degree,Education,66,77,38256,Master's degree,13205,1,0
605,Arty,Affuso,aaffusogs@storify.com,Female,2,29,California,Instructional Coach,AI in Education,R1 Research University,3.55,2,2,Bachelor's Degree,Education,77,89,85757,Master's degree,10456,0,0
606,Marita,Florentine,mflorentinegt@princeton.edu,Female,25,59,North Carolina,K-12 Classroom Teacher,STEM Education,Regional Public University,3.4,25,3,Bachelor's Degree,Arts & Humanities,60,68,57368,Some college,13842,0,3
607,Mel,Fursse,mfurssegu@mapy.cz,Female,7,27,Illinois,Preservice Teacher / Education Student,Edtech & Digital Learning,Liberal Arts College,3.9,7,0,Bachelor's Degree,STEM,75,95,15640,Some college,2733,0,0
608,Reggis,Rozsa,rrozsagv@cornell.edu,Female,2,23,Oregon,K-12 Classroom Teacher,Literacy & Language Learning,R2 Research University,3.41,2,2,Bachelor's Degree,Education,74,66,72836,Bachelor's degree,15559,0,0
609,Jorrie,Patnelli,jpatnelligw@google.de,Female,0,23,Pennsylvania,Instructional Coach,Leadership & School Improvement,Private University (Nonselective),3.08,0,0,Bachelor's Degree,Education,76,49,58953,Bachelor's degree,8208,0,0
610,Brannon,Del Checolo,bdelchecologx@pen.io,Female,1,23,Ohio,K-12 Classroom Teacher,AI in Education,R2 Research University,3.65,1,1,Bachelor's Degree,Social Sciences,73,87,74654,Some college,21441,0,0
611,Annelise,Borleace,aborleacegy@virginia.edu,Female,8,33,Indiana,Education Nonprofit Staff,Edtech & Digital Learning,R1 Research University,3.35,8,2,Master's Degree,Social Sciences,67,55,55599,High school or below,16215,0,0
